id,split,prompt_style,category,business_function,task_family,template_source,prompt,gold_tier,label_status,reasoning_depth,risk,context_load,tools_or_attachments_implied,governance
"biz-0576","test","business","documents_summaries","general_administration","document_synthesis","new","Summarize this vendor proposal into a recommendation with options covering scope, fees, assumptions, exclusions, and open questions.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0577","test","business","it_security_admin","it_security","systems_security","new","Translate this change request for Kubernetes into an implementation checklist with source, destination, owner, test, and rollback.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0578","test","business","meetings_collaboration","executive_strategy","meeting_synthesis","new","Turn these 60 field reports into an executive summary with owners, dates, and dependencies.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0579","test","business","product_design","product","product_definition","new","Create a 20-question discovery guide for a data analyst evaluating learning-management platform.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0580","test","business","presentations","executive_strategy","presentation_creation","v1","Develop three alternative presentation narratives for a board decision on entering Southeast Asia: growth-led, risk-led, and option-value-led.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0581","development","business","data_spreadsheets","analytics","data_analysis","new","Convert these Unix timestamps dates into UTC dates.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0582","test","business","business_strategy","executive_strategy","strategy_planning","new","Advise whether Aperture Labs should build, buy, or partner for regulatory reporting, weighing control, speed, integration risk, and the scenario in which each choice fails.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0583","test","business","it_security_admin","it_security","systems_security","new","Investigate a suspected credential stuffing spanning package registries and the identity provider. Build competing hypotheses and an evidence-preserving containment plan.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0584","test","business","software_engineering","engineering","software_delivery","new","Trace a production data-corruption bug across the reporting API and the schedule optimizer using partial logs, retries, and a recent migration. Identify the most plausible causal chain and a safe recovery plan.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0585","test","business","documents_summaries","general_administration","document_synthesis","new","Turn these 40 bullets into a numbered checklist, keeping the original order.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0586","test","business","data_spreadsheets","analytics","data_analysis","new","Write a Python formula that flags a row when cash runway falls below the target in column G.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0587","development","business","market_competitive_research","research_insights","research_analysis","v1","Determine whether an apparent new category is durable or merely a feature bundle. Integrate product architecture, buyer behavior, unit economics, and competitor incentives.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0588","test","business","software_engineering","engineering","software_delivery","new","Write a migration for Next.js and Supabase that adds a nullable status column, backfills it in batches, and includes a safe rollback.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0589","test","business","classification_extraction","finance","classification_extraction","new","Normalize these 20 expense entries into the supplied CRM schema, using null when a field is missing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0590","test","business","product_design","product","product_definition","new","Define a 0-to-1 product for the clinical intake workflow using fragmented research, with an opportunity thesis, wedge, principles, failure modes, and validation sequence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0591","test","business","marketing_content","marketing","content_creation","v1","Create a content strategy for a small consumer subscriptions company with a six-person marketing team, a limited paid budget, and a goal of qualified pipeline rather than traffic.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0592","test","business","product_design","product","product_definition","new","Define a 0-to-1 product for the revenue reconciliation workflow using fragmented research, with an opportunity thesis, wedge, principles, failure modes, and validation sequence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0593","development","business","software_engineering","engineering","software_delivery","new","Refactor the reporting module into testable components without changing public behavior, with an incremental migration plan.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
